# From ~/gensor_units/perl_scripts/GOs_in_GUs.pl on Fri Sep 30 09:59:04 2016
# Input = ~/gensor_units/datasets/GOs_Pathways_in_GENSORUnits/GOs_table.txt ~/gensor_units/datasets/GOs_Pathways_in_GENSORUnits/TF_genes.txt 
GU	GO ID	Genes in overlap
FucR	GO:0042846	fucO,
FucR	GO:0051143	fucO,
FucR	GO:0005996	fucU,fucI,
FucR	GO:0042354	fucU,
FucR	GO:0006810	fucP,
FucR	GO:0055085	fucP,
FucR	GO:0008643	fucP,
FucR	GO:0015756	fucP,
FucR	GO:0015751	fucP,
FucR	GO:0015755	fucP,
FucR	GO:0015757	fucP,
FucR	GO:0016310	fucK,
FucR	GO:0046835	fucK,
Fur	GO:0006099	fumB,sdhC,sdhD,sucD,sdhB,sucB,sucA,sucC,sdhA,fumC,
Fur	GO:0055114	sdhA,nrdE,hmp,entA,sdhD,garR,gnd,gdhA,nrdH,yqjH,katE,gltD,cyoC,lpd,cyoD,cyoA,sdhC,sucA,cyoB,ndh,gltB,nrdF,ftnA,sodA,zwf,katG,sdhB,
Fur	GO:0017004	sdhC,sdhD,
Fur	GO:0009060	sdhC,cyoD,sdhD,cyoB,sdhB,ndh,cyoA,cyoC,sdhA,
Fur	GO:0006351	flhD,rpoS,fecI,fnr,metJ,nac,purR,soxS,fur,crl,flhC,soxR,glnK,
Fur	GO:0006355	flhD,rpoS,fecI,fnr,metJ,nac,purR,soxS,fur,crl,flhC,soxR,glnK,
Fur	GO:0045893	flhD,crl,flhC,nac,
Fur	GO:0045892	flhD,flhC,metJ,nac,purR,
Fur	GO:0044781	flhD,flhC,
Fur	GO:0044780	flhD,
Fur	GO:1902208	flhD,flhC,
Fur	GO:0006810	fepD,hmp,ompF,cirA,fhuB,garP,gspE,oppB,fepE,gspD,gspG,fhuC,gspF,mntH,oppC,gspI,sufE,fecB,fecA,fepA,fhuD,rcnA,oppA,fhuE,gspO,fecR,exbB,oppD,fecC,entS,fepC,fecD,gspH,oppF,gspC,gspK,fiu,fecE,fepG,fepB,fecI,sufC,fes,feoA,gspJ,gspM,fhuA,mntP,feoB,exbD,gspL,amtB,tonB,
Fur	GO:0015031	gspM,gspF,gspE,oppB,gspL,oppC,gspI,gspH,oppF,gspC,gspD,oppA,exbD,tonB,gspK,exbB,oppD,gspG,gspJ,
Fur	GO:0006858	gspM,
Fur	GO:0008152	fepC,sucC,nrdE,entA,oppF,entF,fecE,glnD,sucD,fhuC,gpmA,entE,sucA,fumC,entB,gltB,grcA,sucB,oppD,
Fur	GO:0006811	fepC,fecD,fhuA,mntH,fiu,mntP,fecE,fepG,fepB,cyoB,fepD,fecI,fes,fepE,feoB,fecB,ompF,fhuE,feoA,fecA,fepA,fhuD,fecR,rcnA,fecC,cirA,fhuC,fhuB,
Fur	GO:0055072	fecE,fepE,fhuD,fepG,feoB,fepB,fecB,fecR,fepC,fepD,fecI,fecC,fecD,fhuE,feoA,fhuA,cirA,fhuC,fes,fecA,fiu,fepA,fhuB,
Fur	GO:0034755	fepC,
Fur	GO:0009239	entC,ybdZ,entH,entF,entE,entA,entB,entD,
Fur	GO:0019290	entE,entA,
Fur	GO:0006979	sufE,katE,katG,ftnA,sodA,sufD,sufA,soxR,fumC,lpd,
Fur	GO:0016226	sufE,sufB,sufD,sufS,sufC,sufA,
Fur	GO:0009306	gspK,gspD,gspF,
Fur	GO:0015628	gspH,gspF,gspC,gspD,gspG,gspE,gspI,
Fur	GO:0006790	sufS,sufE,sufA,
Fur	GO:0031162	sufE,sufS,
Fur	GO:0001887	sufS,
Fur	GO:0006534	sufS,
Fur	GO:0006096	lpd,sucA,gpmA,
Fur	GO:0015891	fhuE,fhuA,fecA,fepA,fiu,entS,tonB,
Fur	GO:0055085	mntH,oppC,fepA,garP,oppA,
Fur	GO:0006826	mntH,fes,ftnA,
Fur	GO:0006824	mntH,rcnA,
Fur	GO:1902600	mntH,
Fur	GO:0030001	mntH,
Fur	GO:0015684	mntH,feoB,
Fur	GO:0015691	mntH,
Fur	GO:0070574	mntH,
Fur	GO:0034599	mntH,
Fur	GO:0006828	mntH,
Fur	GO:0071421	mntH,mntP,
Fur	GO:0022900	cyoA,sdhA,
Fur	GO:0051262	fumC,
Fur	GO:0006108	fumC,
Fur	GO:0006106	fumC,
Fur	GO:0015949	nrdE,
Fur	GO:0006260	nrdE,nrdF,
Fur	GO:0009263	nrdF,nrdE,
Fur	GO:0010042	mntP,
Fur	GO:0006352	rpoS,fecI,
Fur	GO:0010468	rpoS,
Fur	GO:0001123	rpoS,
Fur	GO:0015992	cyoB,
Fur	GO:0019646	cyoD,cyoC,cyoA,cyoB,ndh,
Fur	GO:0015990	cyoD,cyoC,cyoA,cyoB,
Fur	GO:0015685	fepE,fepG,fepA,fepD,
Fur	GO:0009636	hmp,
Fur	GO:0015671	hmp,
Fur	GO:0051409	hmp,
Fur	GO:0015833	oppF,oppA,oppD,oppB,oppC,
Fur	GO:0034224	zinT,
Fur	GO:0046686	zinT,
Fur	GO:0006974	fumB,feoB,ftnA,fepB,rcnB,katE,feoA,entS,
Fur	GO:0044010	fumB,
Fur	GO:0006091	fumB,
Fur	GO:1903874	feoB,
Fur	GO:0043085	sufE,
Fur	GO:0051347	sufE,
Fur	GO:0009061	ndh,fnr,
Fur	GO:0055070	ndh,
Fur	GO:0006855	ompF,
Fur	GO:0034220	ompF,
Fur	GO:0043213	ompF,exbD,cirA,exbB,tonB,
Fur	GO:0071731	fnr,
Fur	GO:0032259	metH,
Fur	GO:0008652	gltD,metH,metJ,gltB,
Fur	GO:0009086	metH,metJ,
Fur	GO:0006479	metH,
Fur	GO:0035999	metH,
Fur	GO:0042558	metH,
Fur	GO:0044237	metH,
Fur	GO:0050667	metH,
Fur	GO:0050821	exbB,exbD,
Fur	GO:0015682	fecA,
Fur	GO:0033214	fepA,
Fur	GO:0042914	fepA,tonB,
Fur	GO:0006555	metJ,
Fur	GO:0006537	gdhA,gltD,gltB,
Fur	GO:0006541	gltB,
Fur	GO:0006807	gltD,glnD,gltB,
Fur	GO:0019676	gltB,
Fur	GO:0097054	gltD,gltB,
Fur	GO:0006783	cyoE,
Fur	GO:0048034	cyoE,
Fur	GO:0009186	nrdF,
Fur	GO:0035444	rcnA,
Fur	GO:0015675	rcnA,
Fur	GO:0010045	rcnB,rcnA,
Fur	GO:0032025	rcnB,rcnA,
Fur	GO:0035434	rcnA,
Fur	GO:0035784	rcnA,
Fur	GO:0042128	nac,
Fur	GO:0006164	purR,
Fur	GO:0046392	garL,garK,garR,
Fur	GO:0042838	garL,garK,garR,
Fur	GO:0046487	garR,
Fur	GO:0033212	fhuF,cirA,yqjH,
Fur	GO:0044718	cirA,tonB,
Fur	GO:0019521	gnd,
Fur	GO:0006098	zwf,gnd,
Fur	GO:0015711	garP,
Fur	GO:0006879	ftnA,
Fur	GO:0006880	ftnA,
Fur	GO:0010447	sodA,
Fur	GO:0009408	sodA,oppA,
Fur	GO:0006801	sodA,
Fur	GO:0019430	sodA,
Fur	GO:0071291	sodA,
Fur	GO:0006567	grcA,
Fur	GO:0009058	entC,entF,aspC,
Fur	GO:0043041	entF,
Fur	GO:0006520	gdhA,aspC,
Fur	GO:0033512	sucB,
Fur	GO:0097428	sufA,
Fur	GO:0042884	fiu,
Fur	GO:0042930	entS,fepB,
Fur	GO:0043623	crl,
Fur	GO:0006464	nrdI,glnD,
Fur	GO:0006808	glnK,glnD,
Fur	GO:0045454	lpd,nrdH,
Fur	GO:0051353	nrdH,
Fur	GO:0042939	oppB,
Fur	GO:0035672	oppB,
Fur	GO:1901652	rcnB,
Fur	GO:0046214	fes,
Fur	GO:0006006	zwf,
Fur	GO:0005975	zwf,
Fur	GO:0009372	zwf,
Fur	GO:0009103	fepE,
Fur	GO:0071289	yqjH,
Fur	GO:0006972	katE,
Fur	GO:0042744	katE,katG,
Fur	GO:0070301	katG,
Fur	GO:0046777	sucD,
Fur	GO:0006104	sucD,
Fur	GO:0006105	sucD,
Fur	GO:0009142	sucD,
Fur	GO:0006857	oppA,
Fur	GO:0070627	feoA,
Fur	GO:0022904	cyoC,
Fur	GO:0006508	gspO,
Fur	GO:0015670	amtB,
Fur	GO:0015696	amtB,
Fur	GO:0072488	amtB,
Fur	GO:0015889	tonB,
Fur	GO:0019394	garL,
Fur	GO:0006090	lpd,
Fur	GO:0019464	lpd,
Fur	GO:0006103	lpd,
Fur	GO:0050896	fecR,
Fur	GO:0015834	oppD,
Fur	GO:0050790	glnK,
Fur	GO:0045848	glnK,
Fur	GO:0006207	pyrC,
Fur	GO:0006221	pyrC,
Fur	GO:0044205	pyrC,
Fur	GO:0019856	pyrC,
Fur	GO:0016310	garK,
Fur	GO:0031388	garK,
Fur	GO:0006474	yhhY,
Fur	GO:0015688	fhuC,
Fur	GO:0009094	aspC,
Fur	GO:0033585	aspC,
Fur	GO:0046677	entS,
Fur	GO:0006094	gpmA,
GadE	GO:0006783	cyoE,
GadE	GO:0048034	cyoE,
GadE	GO:0071973	fliC,
GadE	GO:0006351	lrp,rcsA,gadW,gadE,gadX,
GadE	GO:0006355	lrp,rcsA,gadW,gadE,gadX,
GadE	GO:0009098	lrp,
GadE	GO:0043201	lrp,
GadE	GO:0006629	lpxD,lpxA,fabZ,
GadE	GO:0008610	lpxA,
GadE	GO:0009245	lpxA,lpxD,fabZ,
GadE	GO:0055114	gnd,gltD,cyoC,cyoD,cyoA,cyoB,gltB,
GadE	GO:0019646	cyoD,cyoC,cyoA,cyoB,
GadE	GO:0009060	cyoD,cyoB,cyoA,cyoC,
GadE	GO:0015990	cyoD,cyoC,cyoA,cyoB,
GadE	GO:0009268	hdeB,hdeD,
GadE	GO:0019752	gadB,
GadE	GO:0051454	gadC,gadB,
GadE	GO:0006536	gadB,
GadE	GO:0046677	mdtF,lpxD,mdtE,
GadE	GO:0043165	skp,
GadE	GO:0006457	skp,
GadE	GO:0051085	skp,
GadE	GO:0050821	skp,
GadE	GO:0065002	skp,
GadE	GO:0022417	skp,
GadE	GO:0032978	skp,
GadE	GO:0006974	purA,gadX,gadW,
GadE	GO:0019521	gnd,
GadE	GO:0006098	gnd,
GadE	GO:0006537	gltD,gltB,
GadE	GO:0008652	gltD,gltB,
GadE	GO:0006807	gltD,gltB,
GadE	GO:0097054	gltD,gltB,
GadE	GO:0006811	cyoB,
GadE	GO:0015992	cyoB,
GadE	GO:0007165	rcsA,
GadE	GO:0050896	rcsA,
GadE	GO:0006810	mdtE,mdtF,yhiD,gadC,
GadE	GO:0055085	mdtE,
GadE	GO:0006865	gadC,
GadE	GO:0003333	gadC,
GadE	GO:0015807	gadC,
GadE	GO:1902475	gadC,
GadE	GO:0015949	purA,
GadE	GO:0006164	purA,
GadE	GO:0044208	purA,
GadE	GO:0046040	purA,
GadE	GO:0046086	purA,
GadE	GO:0006633	fabZ,
GadE	GO:0022900	cyoA,
GadE	GO:0022904	cyoC,
GadE	GO:0045893	gadX,
GadE	GO:0006855	mdtF,
GadE	GO:0071468	hdeA,
GadE	GO:0008152	gltB,
GadE	GO:0006541	gltB,
GadE	GO:0019676	gltB,
GadE-RcsB	GO:0006810	cadB,adiC,
GadE-RcsB	GO:0006865	cadB,adiC,
GadE-RcsB	GO:0051454	adiC,gadA,
GadE-RcsB	GO:0003333	adiC,cadB,
GadE-RcsB	GO:0015807	adiC,
GadE-RcsB	GO:1902475	adiC,
GadE-RcsB	GO:1903826	adiC,
GadE-RcsB	GO:0015992	cadB,
GadE-RcsB	GO:0015839	cadB,
GadE-RcsB	GO:1903401	cadB,
GadE-RcsB	GO:0006351	dctR,gadX,
GadE-RcsB	GO:0006355	dctR,gadX,
GadE-RcsB	GO:0001101	dctR,
GadE-RcsB	GO:0043471	dctR,
GadE-RcsB	GO:0071229	yhiM,
GadE-RcsB	GO:0045893	gadX,
GadE-RcsB	GO:0006974	gadX,
GadE-RcsB	GO:0006520	cadA,
GadE-RcsB	GO:0006554	cadA,
GadE-RcsB	GO:0055114	aslB,
GadE-RcsB	GO:0051604	aslB,
GadE-RcsB	GO:0019752	gadA,
GadE-RcsB	GO:0006536	gadA,
GadW	GO:0006810	mdtE,mdtF,yhiD,gadC,
GadW	GO:0055085	mdtE,
GadW	GO:0046677	mdtF,mdtE,
GadW	GO:0006865	gadC,
GadW	GO:0051454	gadC,gadB,gadA,
GadW	GO:0003333	gadC,
GadW	GO:0015807	gadC,
GadW	GO:1902475	gadC,
GadW	GO:0006351	gadW,gadE,dctR,gadX,
GadW	GO:0006355	gadW,gadE,dctR,gadX,
GadW	GO:0001101	dctR,
GadW	GO:0043471	dctR,
GadW	GO:0019752	gadB,gadA,
GadW	GO:0006536	gadB,gadA,
GadW	GO:0045893	gadX,
GadW	GO:0006974	gadX,gadW,
GadW	GO:0006855	mdtF,
GadW	GO:0009268	hdeB,
GadW	GO:0071468	hdeA,
GadX	GO:0006810	mdtE,ybaT,mdtF,cadB,yhiD,gadC,btuB,amtB,
GadX	GO:0055085	btuB,mdtE,
GadX	GO:0006811	btuB,
GadX	GO:0015889	btuB,
GadX	GO:0006351	rpoS,hns,gadW,gadE,dctR,gadX,glnK,
GadX	GO:0006355	rpoS,hns,gadW,gadE,dctR,gadX,glnK,
GadX	GO:0006352	rpoS,
GadX	GO:0010468	rpoS,
GadX	GO:0001123	rpoS,
GadX	GO:0009268	hdeB,ybaT,hdeD,
GadX	GO:0019752	gadB,gadA,
GadX	GO:0051454	gadC,gadB,gadA,
GadX	GO:0006536	gadB,gadA,
GadX	GO:0006520	cadA,
GadX	GO:0006554	cadA,
GadX	GO:0006974	gadX,gadW,
GadX	GO:0008152	murI,
GadX	GO:0008360	murI,
GadX	GO:0009252	murI,
GadX	GO:0071555	murI,
GadX	GO:0006807	murI,
GadX	GO:0046677	mdtF,mdtE,
GadX	GO:0006865	gadC,cadB,ybaT,
GadX	GO:0003333	gadC,ybaT,cadB,
GadX	GO:0015807	gadC,ybaT,
GadX	GO:1902475	gadC,ybaT,
GadX	GO:0015992	cadB,
GadX	GO:0015839	cadB,
GadX	GO:1903401	cadB,
GadX	GO:0001101	dctR,
GadX	GO:0043471	dctR,
GadX	GO:0050790	glnK,
GadX	GO:0006808	glnK,
GadX	GO:0045848	glnK,
GadX	GO:0045893	gadX,
GadX	GO:0006855	mdtF,
GadX	GO:0006537	ybaS,
GadX	GO:0006541	ybaS,asnB,
GadX	GO:0010447	ybaS,
GadX	GO:0006543	ybaS,
GadX	GO:0045926	ybaS,
GadX	GO:0015670	amtB,
GadX	GO:0015696	amtB,
GadX	GO:0072488	amtB,
GadX	GO:0071468	hdeA,
GadX	GO:0044010	uspE,
GadX	GO:0071973	uspE,
GadX	GO:0070301	uspE,
GadX	GO:0034644	uspE,
GadX	GO:0030163	lon,
GadX	GO:0006508	lon,
GadX	GO:0009408	lon,
GadX	GO:0006515	lon,
GadX	GO:0008652	asnB,
GadX	GO:0006529	asnB,
GadX	GO:0070981	asnB,
GadX	GO:0009063	asnB,
GalR	GO:0006351	galS,galR,
GalR	GO:0006355	galS,galR,
GalR	GO:0005975	galT,galR,galM,galE,galK,
GalR	GO:0006012	galE,galR,galK,galM,galT,
GalR	GO:0006810	mglB,mglA,galP,mglC,
GalR	GO:0006974	mglA,mglC,
GalR	GO:0008643	galP,mglB,mglA,mglC,
GalR	GO:0015749	mglC,
GalR	GO:0046835	galT,galK,
GalR	GO:0033499	galE,galK,galM,galT,
GalR	GO:0009242	galE,
GalR	GO:0008152	mglA,galK,
GalR	GO:0034219	mglA,
GalR	GO:0015757	mglA,galP,
GalR	GO:0006935	mglB,
GalR	GO:0016310	galK,
GalR	GO:0055085	galP,
GalR	GO:0019318	galM,
GalS	GO:0006351	galS,galR,
GalS	GO:0006355	galS,galR,
GalS	GO:0005975	galT,galR,galM,galE,galK,
GalS	GO:0006012	galE,galR,galK,galM,galT,
GalS	GO:0006810	mglB,mglA,galP,mglC,
GalS	GO:0006974	mglA,mglC,
GalS	GO:0008643	galP,mglB,mglA,mglC,
GalS	GO:0015749	mglC,
GalS	GO:0046835	galT,galK,
GalS	GO:0033499	galE,galK,galM,galT,
GalS	GO:0009242	galE,
GalS	GO:0008152	mglA,galK,
GalS	GO:0034219	mglA,
GalS	GO:0015757	mglA,galP,
GalS	GO:0006935	mglB,
GalS	GO:0016310	galK,
GalS	GO:0055085	galP,
GalS	GO:0019318	galM,
GatR	GO:0019402	gatZ,gatD,gatC,gatA,gatY,gatB,
GatR	GO:0019404	gatZ,gatD,gatY,
GatR	GO:2001059	gatZ,gatY,
GatR	GO:0055114	gatD,
GatR	GO:0006810	gatA,gatC,gatB,
GatR	GO:0008643	gatB,gatC,gatA,
GatR	GO:0009401	gatC,gatB,gatA,
GatR	GO:0034219	gatC,gatB,gatA,
GatR	GO:0015796	gatC,gatA,gatB,
GatR	GO:0016310	gatA,
GatR	GO:0005975	gatY,
GcvA	GO:0019464	gcvH,gcvT,gcvP,
GcvA	GO:0032259	gcvT,
GcvA	GO:0006546	gcvT,gcvP,
GcvA	GO:0055114	gcvP,
GcvA	GO:0006544	gcvP,
GcvA	GO:0006351	gcvA,
GcvA	GO:0006355	gcvA,
GlcC	GO:0055114	glcF,glcD,glcE,
GlcC	GO:0046296	glcF,glcD,glcE,
GlcC	GO:0006097	glcB,
GlcC	GO:0006099	glcB,
GlcC	GO:0009436	glcB,
GlcC	GO:0006810	glcA,
GlcC	GO:0015992	glcA,
GlcC	GO:0035873	glcA,
GlcC	GO:0006974	glcD,
GlcC	GO:0006351	glcC,
GlcC	GO:0006355	glcC,
GlpR	GO:0016311	glpX,
GlpR	GO:0005975	glpK,glpX,
GlpR	GO:0006071	glpX,glpK,glpQ,glpD,glpT,
GlpR	GO:0006094	glpX,
GlpR	GO:0006810	glpC,glpT,glpF,
GlpR	GO:0006833	glpF,
GlpR	GO:0009992	glpF,
GlpR	GO:0015793	glpF,glpT,
GlpR	GO:0034220	glpF,
GlpR	GO:0071288	glpF,
GlpR	GO:0008152	glpK,
GlpR	GO:0016310	glpK,
GlpR	GO:0006974	glpK,
GlpR	GO:0019563	glpK,glpD,glpC,glpA,glpB,
GlpR	GO:0006072	glpK,glpD,glpA,glpB,
GlpR	GO:0006629	glpQ,
GlpR	GO:0055114	glpD,glpC,glpB,glpA,
GlpR	GO:0009061	glpA,glpC,glpD,glpB,
GlpR	GO:0009060	glpD,
GlpR	GO:0046168	glpD,glpC,glpA,glpB,
GlpR	GO:0022900	glpC,
GlpR	GO:0046174	glpA,
GlpR	GO:0055085	glpT,
GlpR	GO:0015794	glpT,
GlpR	GO:0035435	glpT,
GlpR	GO:0055062	glpT,
GntR	GO:0006351	idnR,
GntR	GO:0006355	idnR,
GntR	GO:0019521	idnR,idnO,idnD,gntT,idnK,gntU,idnT,
GntR	GO:0008152	edd,idnO,eda,
GntR	GO:0055114	idnD,idnO,
GntR	GO:0046183	idnK,idnO,idnD,idnT,
GntR	GO:0009255	edd,
GntR	GO:0006810	gntU,gntT,idnT,
GntR	GO:0008643	gntU,gntT,idnT,
GntR	GO:0035429	gntT,gntU,idnT,
GntR	GO:0046177	gntT,idnK,gntK,
GntR	GO:0016310	idnK,gntK,
GntR	GO:0005975	idnK,gntK,
GntR	GO:0098655	gntU,
GntR	GO:0015725	gntU,
GntR	GO:0009116	gntX,
GntR	GO:0046121	gntX,
GntR	GO:0015726	idnT,
GntR	GO:0006979	nfuA,
GntR	GO:0015976	nfuA,
GntR	GO:0051604	nfuA,
GntR	GO:0016226	nfuA,
GntR	GO:0006790	nfuA,
GntR	GO:0097428	nfuA,
GntR	GO:0010106	nfuA,
GutM	GO:0006810	srlE,srlB,srlA,
GutM	GO:0016310	srlE,srlB,
GutM	GO:0008643	srlE,srlB,srlA,
GutM	GO:0009401	srlA,gutM,srlE,srlB,srlR,
GutM	GO:0034219	srlE,srlB,
GutM	GO:0006351	gutM,srlR,
GutM	GO:0006355	gutM,srlR,
GutM	GO:0045892	srlR,
GutM	GO:0008152	srlD,
GutM	GO:0055114	srlD,
GutM	GO:0006062	srlD,
GutM	GO:0005975	gutQ,
GutM	GO:0044010	gutQ,
GutM	GO:0009103	gutQ,
GutM	GO:0019294	gutQ,
GutR	GO:0006810	srlE,srlB,srlA,
GutR	GO:0016310	srlE,srlB,
GutR	GO:0008643	srlE,srlB,srlA,
GutR	GO:0009401	srlA,gutM,srlE,srlB,srlR,
GutR	GO:0034219	srlE,srlB,
GutR	GO:0006351	gutM,srlR,
GutR	GO:0006355	gutM,srlR,
GutR	GO:0045892	srlR,
GutR	GO:0008152	srlD,
GutR	GO:0055114	srlD,
GutR	GO:0006062	srlD,
GutR	GO:0005975	gutQ,
GutR	GO:0044010	gutQ,
GutR	GO:0009103	gutQ,
GutR	GO:0019294	gutQ,
HU	GO:0006355	seqA,
HU	GO:0051289	seqA,
HU	GO:0032297	seqA,
HU	GO:0008156	seqA,
HU	GO:0007062	seqA,
HU	GO:0090143	seqA,
HU	GO:0006006	pgm,
HU	GO:0005975	galT,galM,pgm,galE,galK,
HU	GO:0071704	pgm,
HU	GO:0005978	pgm,
HU	GO:0019388	pgm,
HU	GO:0006810	tyrP,mtr,
HU	GO:0006865	mtr,tyrP,
HU	GO:0003333	mtr,tyrP,
HU	GO:0015801	tyrP,mtr,
HU	GO:0046835	galT,galK,
HU	GO:0006012	galE,galK,galM,galT,
HU	GO:0033499	galE,galK,galM,galT,
HU	GO:0009242	galE,
HU	GO:0015827	mtr,
HU	GO:0008152	galK,
HU	GO:0016310	galK,
HU	GO:0019318	galM,
HcaR	GO:0055114	hcaB,hcaE,hcaD,hcaC,hcaF,
HcaR	GO:0019380	hcaC,hcaE,hcaB,hcaF,hcaD,
HcaR	GO:0019439	hcaC,hcaE,hcaB,hcaF,hcaD,
HcaR	GO:0006725	hcaF,hcaE,
HcaR	GO:0006351	hcaR,
HcaR	GO:0006355	hcaR,
HcaR	GO:0045893	hcaR,
HcaR	GO:0045892	hcaR,
HcaR	GO:0045454	hcaD,
HcaR	GO:0008152	hcaB,
HdfR	GO:0055114	gltD,gltB,
HdfR	GO:0006537	gltD,gltB,
HdfR	GO:0008652	gltD,gltB,
HdfR	GO:0006807	gltD,gltB,
HdfR	GO:0097054	gltD,gltB,
HdfR	GO:0006351	flhD,flhC,
HdfR	GO:0006355	flhD,flhC,
HdfR	GO:0045893	flhD,flhC,
HdfR	GO:0045892	flhD,flhC,
HdfR	GO:0044781	flhD,flhC,
HdfR	GO:0044780	flhD,
HdfR	GO:1902208	flhD,flhC,
HdfR	GO:0008152	gltB,
HdfR	GO:0006541	gltB,
HdfR	GO:0019676	gltB,
HipAB	GO:0006351	mazE,hipB,mazF,
HipAB	GO:0006355	mazE,hipB,mazF,
HipAB	GO:0051607	mazF,
HipAB	GO:0006417	mazF,
HipAB	GO:0090305	mazF,
HipAB	GO:0090502	mazF,
HipAB	GO:0030308	mazF,
HipAB	GO:0006402	mazF,
HipAB	GO:0009372	mazF,
HipAB	GO:0016075	mazF,
HipAB	GO:0008152	relA,
HipAB	GO:0016310	hipA,relA,
HipAB	GO:0015949	relA,
HipAB	GO:0042594	relA,
HipAB	GO:0015970	relA,
HipAB	GO:0015969	relA,
HipAB	GO:0045892	hipB,
HipAB	GO:0046677	hipA,
HipAB	GO:0044010	hipA,
HipAB	GO:0043086	hipA,
HipAB	GO:0022611	hipA,
HipAB	GO:0036289	hipA,
HipB	GO:0006351	mazE,hipB,mazF,
HipB	GO:0006355	mazE,hipB,mazF,
HipB	GO:0051607	mazF,
HipB	GO:0006417	mazF,
HipB	GO:0090305	mazF,
HipB	GO:0090502	mazF,
HipB	GO:0030308	mazF,
HipB	GO:0006402	mazF,
HipB	GO:0009372	mazF,
HipB	GO:0016075	mazF,
HipB	GO:0008152	relA,
HipB	GO:0016310	hipA,relA,
HipB	GO:0015949	relA,
HipB	GO:0042594	relA,
HipB	GO:0015970	relA,
HipB	GO:0015969	relA,
HipB	GO:0045892	hipB,
HipB	GO:0046677	hipA,
HipB	GO:0044010	hipA,
HipB	GO:0043086	hipA,
HipB	GO:0022611	hipA,
HipB	GO:0036289	hipA,
HipB	GO:0055114	fadH,
HipB	GO:0033543	fadH,
HyfR	GO:0055114	hyfD,hyfC,hyfH,hyfE,hyfI,hyfF,hyfA,hyfB,hyfG,hyfJ,
HyfR	GO:0042773	hyfE,hyfB,
HyfR	GO:0006974	hyfF,hyfC,
HyfR	GO:0006351	hyfR,
HyfR	GO:0006352	hyfR,
HyfR	GO:0006355	hyfR,
HyfR	GO:0000160	hyfR,
HyfR	GO:2000142	hyfR,
HyfR	GO:0009061	hyfA,
HyfR	GO:0006810	focB,
HyfR	GO:0015724	focB,
HypT	GO:0006810	metQ,metI,fecB,fecA,fecC,metN,fecD,fecE,
HypT	GO:0008152	metL,fecE,cysH,metN,
HypT	GO:0006865	metQ,metI,metN,
HypT	GO:0003333	metN,
HypT	GO:0048473	metN,metI,metQ,
HypT	GO:0006811	fecD,fecE,fecB,fecA,fecC,
HypT	GO:0055072	fecE,fecB,fecC,fecD,fecA,
HypT	GO:0055114	metL,cydA,cydB,cysH,
HypT	GO:0009086	cysH,metB,metL,
HypT	GO:0019344	cysH,
HypT	GO:0070814	cysH,
HypT	GO:0006790	cysH,
HypT	GO:0019379	cysH,
HypT	GO:0008652	metL,metB,
HypT	GO:0016310	metL,
HypT	GO:0006520	metL,
HypT	GO:0009089	metL,
HypT	GO:0009088	metL,
HypT	GO:0009090	metL,
HypT	GO:0009067	metL,
HypT	GO:0006119	cydA,cydB,
HypT	GO:0019646	cydA,cydB,
HypT	GO:0015682	fecA,
HypT	GO:0015891	fecA,
IclR	GO:0006097	aceK,aceB,aceA,iclR,
IclR	GO:0006099	aceB,aceA,aceK,
IclR	GO:0006006	aceK,
IclR	GO:0006470	aceK,
IclR	GO:0016310	aceK,
IclR	GO:0016311	aceK,
IclR	GO:0018105	aceK,
IclR	GO:0050790	aceK,
IclR	GO:0008152	aceA,
IclR	GO:0019752	aceA,
IclR	GO:0006351	iclR,
IclR	GO:0006355	iclR,
IclR	GO:0045892	iclR,
IdnR	GO:0006351	idnR,
IdnR	GO:0006355	idnR,
IdnR	GO:0019521	idnR,idnO,idnD,idnK,gntU,idnT,
IdnR	GO:0016310	idnK,gntK,
IdnR	GO:0005975	idnK,gntK,
IdnR	GO:0046177	idnK,gntK,
IdnR	GO:0046183	idnK,idnO,idnD,idnT,
IdnR	GO:0008152	idnO,
IdnR	GO:0055114	idnD,idnO,
IdnR	GO:0006810	gntU,idnT,
IdnR	GO:0008643	gntU,idnT,
IdnR	GO:0098655	gntU,
IdnR	GO:0035429	gntU,idnT,
IdnR	GO:0015725	gntU,
IdnR	GO:0015726	idnT,
IlvY	GO:0055114	ilvC,
IlvY	GO:0008652	ilvY,ilvC,
IlvY	GO:0009097	ilvC,
IlvY	GO:0009099	ilvC,
IlvY	GO:0009082	ilvC,ilvY,
IlvY	GO:0006351	ilvY,
IlvY	GO:0006355	ilvY,
IscR	GO:0055114	hyaA,nrdE,nrdH,napH,napC,hyaC,napG,napB,nrdF,napF,napA,hyaB,
IscR	GO:0009061	napC,hyaC,hyaA,napA,napB,erpA,hyaB,
IscR	GO:0019333	napC,
IscR	GO:0006508	hyaD,
IscR	GO:0006464	hyaD,nrdI,
IscR	GO:0016485	hyaD,
IscR	GO:0043085	hyaD,sufE,
IscR	GO:0006979	napF,sufE,sufD,sufA,nfuA,
IscR	GO:0006810	hyaC,sufE,iscS,sufC,
IscR	GO:0016226	sufE,iscS,erpA,sufB,sufD,iscA,sufS,sufC,iscU,sufA,nfuA,
IscR	GO:0006790	iscA,sufS,sufE,sufA,erpA,nfuA,
IscR	GO:0031162	sufE,sufS,
IscR	GO:0051347	sufE,
IscR	GO:0022904	hyaC,
